OBS,County,Current.Price,Address,Zip,Median.Home.Price,Median.Household.Income,Beds,Full.Baths,Half.Baths,Heated.Area,Year.Built,Pool,Property.Style,Pool.Type,Property.Style.Type
237,Seminole,1700,536 TALL OAKS TER,32750,198800,67359,3,2,1,1722,1991,None,Single Family Residence,0,1
238,Seminole,1725,154 W PINE AVE,32750,198800,67359,3,2,1,1753,2015,None,Single Family Residence,0,1
239,Seminole,1745,626 TALL OAKS TER,32750,198800,67359,3,2,1,1857,1993,None,Single Family Residence,0,1
240,Seminole,1810,343 BEACH AVE,32750,198800,67359,4,2,0,1924,1970,None,Single Family Residence,0,1
241,Seminole,1815,637 SILVER BIRCH PL,32750,198800,67359,3,2,0,1869,1990,None,Single Family Residence,0,1
242,Seminole,1845,348 TARTAN ST,32750,198800,67359,4,3,0,1973,1977,None,Single Family Residence,0,1
243,Seminole,1900,214 SHERIDAN AVE,32750,198800,67359,3,2,0,1707,1976,None,Single Family Residence,0,1
244,Seminole,1900,1077 CROSS CUT WAY,32750,198800,67359,3,2,0,1655,1988,None,Single Family Residence,0,1
245,Seminole,1500,145 BIRCHWOOD DR,32751,261600,69821,3,2,0,1409,1958,None,Single Family Residence,0,1
246,Orange,1549,822 TOWN CIR,32751,261600,69821,3,2,1,1565,1979,None,Townhouse,0,0
247,Seminole,1600,120 BIRCHWOOD DR,32751,261600,69821,3,2,0,1518,1959,None,Single Family Residence,0,1
248,Orange,1700,2162 TORTOISE SHELL DR,32751,261600,69821,3,2,0,1740,1997,None,Single Family Residence,0,1
249,Orange,1750,1287 BLESSING ST,32751,261600,69821,3,2,1,1752,2006,Community,Townhouse,1,0
250,Orange,1750,1010 WINDERLEY PL Unit#135,32751,261600,69821,3,2,1,1652,1997,Community,Townhouse,1,0
251,Seminole,1750,652 GREEN MEADOW AVE,32751,261600,69821,3,2,0,1839,1970,Private,Single Family Residence,1,1
252,Orange,1800,1908 BOBTAIL DR Unit#1,32751,261600,69821,3,2,0,1494,1996,None,Single Family Residence,0,1
253,Orange,1855,1939 BOBTAIL DR Unit#1,32751,261600,69821,3,2,0,1494,1996,None,Single Family Residence,0,1
254,Orange,1900,1275 BLESSING ST,32751,261600,69821,3,2,1,1674,2006,Community,Townhouse,1,0
255,Seminole,1995,662 GREEN MEADOW AVE,32751,261600,69821,4,2,0,1679,1971,Private,Single Family Residence,1,1
256,Orange,2000,1198 CHARMING ST,32751,261600,69821,3,2,1,1578,2006,Community,Townhouse,1,0
257,Seminole,2050,767 FOREST GLEN CT,32751,261600,69821,4,2,0,1629,1976,None,Single Family Residence,0,1
258,Seminole,2100,143 S LAKEWOOD CIR,32751,261600,69821,3,2,0,1698,1957,None,Single Family Residence,0,1
259,Orange,2200,1176 CHARMING,32751,261600,69821,3,2,1,1578,2006,Community,Townhouse,1,0
260,Orange,2400,2549 SAGINAW TRL,32751,261600,69821,3,2,0,1964,1967,Private,Single Family Residence,1,1
261,Seminole,1375,4124 PITCH PINE CIR,32765,251700,72530,2,3,0,1344,2006,Community,Townhouse,1,0
262,Seminole,1467,1102 DEES DR,32765,251700,72530,3,2,0,1232,1989,None,Single Family Residence,0,1
263,Seminole,1490,309 AMARYLISS WAY,32765,251700,72530,3,2,1,1480,2007,Community,Townhouse,1,0
264,Seminole,1495,1014 VANNESSA DR,32765,251700,72530,3,2,0,1237,1995,None,Single Family Residence,0,1
265,Seminole,1500,4610 LACEBARK TRL,32765,251700,72530,3,2,1,1828,2006,None,Townhouse,0,0
266,Seminole,1500,1002 GWYN CIR,32765,251700,72530,3,2,0,1216,1987,None,Single Family Residence,0,1
267,Seminole,1550,1061 MANIGAN AVE,32765,251700,72530,3,2,0,1324,1987,None,Single Family Residence,0,1
268,Seminole,1550,5073 KINGSCREST LN,32765,251700,72530,3,2,1,1516,2005,Community,Townhouse,1,0
269,Seminole,1550,1008 WAINRIGHT DR,32765,251700,72530,3,2,0,1252,1988,None,Single Family Residence,0,1
270,Seminole,1550,882 PECAN CT,32765,251700,72530,3,2,0,1312,1995,None,Single Family Residence,0,1
271,Seminole,1550,4442 MAIDENHAIR CV,32765,251700,72530,3,2,1,1828,2006,Community,Townhouse,1,0
272,Seminole,1590,5392 ROCKING HORSE PL,32765,251700,72530,3,2,0,1219,1989,None,Single Family Residence,0,1
273,Seminole,1595,3507 CARUSO PL,32765,251700,72530,3,2,1,1828,2005,Community,Townhouse,1,0
274,Seminole,1595,158 MITCHELL CREEK WAY,32765,251700,72530,3,2,1,1494,2017,Community,Townhouse,1,0
275,Seminole,1600,201 ANGEL TRUMPET WAY,32765,251700,72530,3,2,1,1528,2009,Community,Townhouse,1,0
276,Seminole,1600,5309 MOUNT VEEDER WAY,32765,251700,72530,3,2,1,1910,2009,None,Townhouse,0,0
277,Seminole,1600,8515 CHAMBERLAIN PL,32765,251700,72530,3,2,1,1598,2007,Community,Townhouse,1,0
278,Seminole,1600,3828 HERITAGE OAKS CT,32765,251700,72530,3,2,0,1316,1995,None,Single Family Residence,0,1
279,Seminole,1610,1085 COVINGTON ST,32765,251700,72530,3,2,0,1357,1986,None,Single Family Residence,0,1
280,Seminole,1625,1019 WARD CIR,32765,251700,72530,3,2,1,1559,1986,None,Single Family Residence,0,1
281,Seminole,1625,1845 GREENBROOK COURT,32765,251700,72530,3,2,0,1272,1991,None,Single Family Residence,0,1
282,Seminole,1645,1008 ALBAMONTE CT,32765,251700,72530,3,2,0,1507,1987,None,Single Family Residence,0,1
283,Seminole,1645,145 BURNSED PL,32765,251700,72530,4,2,0,1359,1997,None,Single Family Residence,0,1
284,Seminole,1650,1021 HORTON CT,32765,251700,72530,3,2,0,1549,1990,None,Single Family Residence,0,1
285,Seminole,1650,3893 SILVERBELL LOOP,32765,251700,72530,3,3,0,1480,2006,Community,Townhouse,1,0
286,Seminole,1650,5095 MONTICELLO HEIGHTS LN,32765,251700,72530,3,2,1,1516,2005,Community,Townhouse,1,0
287,Seminole,1650,3854 SHAFTBURY PL,32765,251700,72530,3,2,1,1828,2008,Community,Townhouse,1,0
288,Seminole,1650,1006 BURNETT ST,32765,251700,72530,3,2,1,1559,1988,None,Single Family Residence,0,1
289,Seminole,1665,5537 MISTY WOOD CT,32765,251700,72530,3,2,0,1599,2000,None,Single Family Residence,0,1
290,Seminole,1675,4166 SHADOW CREEK CIR,32765,251700,72530,3,2,0,1236,1996,None,Single Family Residence,0,1
291,Seminole,1685,1053 GWYN CIR,32765,251700,72530,3,2,1,1343,1985,None,Single Family Residence,0,1
292,Seminole,1690,3536 KAYLA CIR,32765,251700,72530,3,2,0,1809,1998,None,Single Family Residence,0,1
293,Seminole,1690,3536 KAYLA CIR,32765,251700,72530,3,2,0,1809,1998,None,Single Family Residence,0,1
294,Seminole,1690,165 BURNSED PL,32765,251700,72530,4,2,0,1356,1998,None,Single Family Residence,0,1
295,Seminole,1695,1790 ASHLAND TRL,32765,251700,72530,3,2,0,1739,2000,None,Single Family Residence,0,1
296,Seminole,1695,1832 GARDEN SAGE DR,32765,251700,72530,3,2,1,1608,2009,Community,Townhouse,1,0
297,Seminole,1695,5296 ROCKING HORSE PL,32765,251700,72530,4,2,1,1784,1988,None,Single Family Residence,0,1
298,Seminole,1700,2616 SWEET MAGNOLIA PL,32765,251700,72530,3,2,1,1502,2010,None,Single Family Residence,0,1
299,Seminole,1700,1037 BURNETT ST,32765,251700,72530,3,2,1,1215,1987,None,Single Family Residence,0,1
300,Seminole,1700,5105 CYPRESS BRANCH PT,32765,251700,72530,3,3,1,1558,2007,Community,Townhouse,1,0
301,Seminole,1700,5323 HIDDEN CYPRESS LN,32765,251700,72530,3,2,1,1558,2010,Community,Townhouse,1,0
302,Seminole,1720,312 BRAMBLE CT,32765,251700,72530,3,2,1,1608,2010,Community,Townhouse,1,0
303,Seminole,1725,2001 BEACHBERRY LN,32765,251700,72530,3,2,1,1812,2007,None,Townhouse,0,0
304,Seminole,1733,5093 CYPRESS BRANCH PT,32765,251700,72530,3,2,1,1656,2007,Community,Townhouse,1,0
305,Seminole,1735,1135 SHAFFER TRL,32765,251700,72530,3,2,0,1324,1985,None,Single Family Residence,0,1
306,Seminole,1740,1100 COVINGTON ST,32765,251700,72530,3,2,0,1540,1986,None,Single Family Residence,0,1
307,Seminole,1750,5454 LEIGHTON LN,32765,251700,72530,3,2,1,1693,2010,None,Townhouse,0,0
308,Seminole,1750,1004 SUGARBERRY TRL,32765,251700,72530,3,2,0,1751,1991,None,Single Family Residence,0,1
309,Seminole,1750,9515 BELMONT TER,32765,251700,72530,3,2,0,1684,1990,None,Single Family Residence,0,1
310,Seminole,1750,2885 BABYLON CT,32765,251700,72530,3,2,0,1379,1992,None,Single Family Residence,0,1
311,Seminole,1750,1077 BRIELLE CT,32765,251700,72530,3,2,0,1346,1990,None,Single Family Residence,0,1
312,Seminole,1760,148 BURNSED PL,32765,251700,72530,4,2,0,1359,1998,None,Single Family Residence,0,1
313,Seminole,1765,1634 SAND KEY CIR,32765,251700,72530,3,2,0,1425,1994,None,Single Family Residence,0,1
314,Seminole,1766,1098 MCKINNON AVE,32765,251700,72530,3,3,0,1774,1988,None,Single Family Residence,0,1
315,Seminole,1780,1078 PROVIDENCE LN,32765,251700,72530,3,2,0,1511,1992,None,Single Family Residence,0,1
316,Seminole,1795,1029 MOCCASIN RUN RD,32765,251700,72530,3,2,0,1580,1990,Community,Single Family Residence,1,1
317,Seminole,1795,1029 MOCCASIN RUN RD,32765,251700,72530,3,2,0,1580,1990,Community,Single Family Residence,1,1
318,Seminole,1795,1009 BLACK WILLOW DR,32765,251700,72530,4,2,0,1566,1989,None,Single Family Residence,0,1
319,Seminole,1795,1010 PEGEL CT,32765,251700,72530,4,2,1,1938,1991,None,Single Family Residence,0,1
320,Seminole,1800,197 MITCHELL CREEK WAY,32765,251700,72530,3,2,1,1396,2017,Community,Townhouse,1,0
321,Seminole,1800,1032 KELLY CREEK CIR,32765,251700,72530,3,2,0,1565,1990,None,Single Family Residence,0,1
322,Seminole,1800,2971 SABEL OAK PL,32765,251700,72530,3,2,1,1773,1997,None,Single Family Residence,0,1
323,Seminole,1800,1214 MOSES CREEK CT,32765,251700,72530,3,2,0,1687,1992,None,Single Family Residence,0,1
324,Seminole,1800,5048 CYPRESS BRANCH PT,32765,251700,72530,3,2,1,1855,2008,Community,Townhouse,1,0
325,Seminole,1800,1904 GARDEN SAGE DR,32765,251700,72530,3,3,1,1753,2010,Community,Townhouse,1,0
326,Seminole,1810,1330 CARPENTER BRANCH CT,32765,251700,72530,3,2,0,1565,1991,None,Single Family Residence,0,1
327,Seminole,1830,1082 BECKSTROM DR,32765,251700,72530,3,2,0,1529,1989,None,Single Family Residence,0,1
328,Seminole,1850,1060 PROVIDENCE LN,32765,251700,72530,3,2,0,1475,1990,None,Single Family Residence,0,1
329,Seminole,1850,2685 BELLEWATER PL,32765,251700,72530,3,2,1,1844,2002,None,Single Family Residence,0,1
330,Seminole,1850,103 MAYO CT,32765,251700,72530,3,2,1,1872,2018,None,Townhouse,0,0
331,Seminole,1850,5536 MISTY WOOD CT,32765,251700,72530,3,2,1,1946,2000,None,Single Family Residence,0,1
332,Seminole,1885,1006 SUGARBERRY TRL,32765,251700,72530,3,2,0,1805,1992,None,Single Family Residence,0,1
333,Seminole,1895,102 ZAMORA PL,32765,251700,72530,3,2,1,1569,2016,Community,Townhouse,1,0
334,Seminole,1900,600 LAKE HAYES RD,32765,251700,72530,4,2,1,1480,1992,Private,Single Family Residence,1,1
335,Seminole,1900,1067 MANIGAN AVE,32765,251700,72530,4,3,0,1732,1988,None,Single Family Residence,0,1
336,Seminole,1925,1011 BRIELLE AVE,32765,251700,72530,4,2,0,1828,1990,None,Single Family Residence,0,1
337,Seminole,1950,1035 DISHMAN LOOP,32765,251700,72530,3,2,0,1787,1987,Private,Single Family Residence,1,1
338,Seminole,1950,1071 TARAMUNDI DR,32765,251700,72530,3,2,1,1549,2015,Community,Townhouse,1,0
339,Seminole,1950,1860 EMERALD GREEN CIR,32765,251700,72530,4,2,0,1806,1998,None,Single Family Residence,0,1
340,Seminole,1985,2907 N WHISPERBAY CT,32765,251700,72530,3,2,1,1837,1990,None,Single Family Residence,0,1
341,Seminole,1995,89 ZAMORA PL,32765,251700,72530,3,2,1,1585,2015,Community,Townhouse,1,0
342,Seminole,2000,1071 CORKWOOD DR,32765,251700,72530,3,2,0,1963,1988,Private,Single Family Residence,1,1
343,Seminole,2000,5538 LIGUSTRUM LOOP,32765,251700,72530,3,2,1,1975,1998,None,Single Family Residence,0,1
344,Seminole,2000,1049 SEMINOLE CREEK DR,32765,251700,72530,4,2,0,1869,1990,None,Single Family Residence,0,1
345,Seminole,2010,1019 BURNETT ST,32765,251700,72530,3,3,0,1854,1987,None,Single Family Residence,0,1
346,Seminole,2025,989 N LAKE CLAIRE CIR,32765,251700,72530,4,2,0,1929,1996,None,Single Family Residence,0,1
347,Seminole,2050,99 ORENSE WAY,32765,251700,72530,3,3,1,1820,2016,None,Townhouse,0,0
348,Seminole,2050,131 BOARDWALK AVE,32765,251700,72530,3,3,1,1901,2016,Community,Townhouse,1,0
349,Seminole,2100,568 CARRIGAN AVE,32765,251700,72530,4,2,0,1744,1990,None,Single Family Residence,0,1
350,Seminole,1550,1702 RIVEREDGE RD,32766,295100,103084,3,2,0,1494,1995,Community,Single Family Residence,1,1
351,Seminole,1680,1000 COUNTRY COVE CT,32766,295100,103084,3,2,0,1571,1994,None,Single Family Residence,0,1
352,Seminole,1700,310 LANGFORD DR,32766,295100,103084,3,2,1,1690,2000,None,Single Family Residence,0,1
353,Seminole,1850,3473 GERBER DAISY LN,32766,295100,103084,3,2,0,1810,2004,Community,Single Family Residence,1,1
354,Seminole,1915,1455 TWIN RIVERS BLVD,32766,295100,103084,3,2,0,1622,1995,Private,Single Family Residence,1,1
355,Seminole,1950,3404 GERBER DAISY LN,32766,295100,103084,3,2,0,1766,2004,Community,Single Family Residence,1,1
356,Seminole,2100,4137 HEIRLOOM ROSE PL,32766,295100,103084,3,2,0,1810,2004,Private,Single Family Residence,1,1
357,Seminole,1150,820 CHEROKEE CIR,32773,108700,42077,3,1,0,1461,1959,None,Single Family Residence,0,1
358,Seminole,1275,1711 LITTLE GEM LOOP,32773,108700,42077,2,2,0,1214,2006,Community,Townhouse,1,0
359,Seminole,1275,1810 LITTLE GEM LOOP,32773,108700,42077,2,2,0,1214,2006,Community,Townhouse,1,0
360,Seminole,1375,115 SANDPOINT CT,32773,108700,42077,3,2,0,1321,1985,None,Single Family Residence,0,1
361,Seminole,1384,717 BAYWOOD DR,32773,108700,42077,3,2,0,1436,1960,None,Single Family Residence,0,1
362,Seminole,1395,1910 LITTLE GEM LOOP,32773,108700,42077,2,2,0,1214,2006,Community,Townhouse,1,0
363,Seminole,1395,1720 LITTLE GEM LOOP,32773,108700,42077,3,2,1,1530,2006,Community,Townhouse,1,0
364,Seminole,1395,2230 PINE OAK TRL,32773,108700,42077,3,2,1,1624,2005,Community,Townhouse,1,0
365,Seminole,1395,2021 PINE OAK TRL,32773,108700,42077,3,2,1,1530,2005,Community,Townhouse,1,0
366,Seminole,1395,121 KELLY CIR,32773,108700,42077,4,2,0,1264,1995,None,Single Family Residence,0,1
367,Seminole,1400,3031 PINE OAK TRL,32773,108700,42077,3,2,1,1624,2006,Community,Townhouse,1,0
368,Seminole,1495,4203 ROCKY RIDGE PL,32773,108700,42077,3,2,0,1266,1991,None,Single Family Residence,0,1
369,Seminole,1500,364 HABITAT WAY,32773,108700,42077,3,2,1,1781,2007,Community,Townhouse,1,0
370,Seminole,1500,145 HIDDEN LAKE DR,32773,108700,42077,4,2,0,1552,1979,None,Single Family Residence,0,1
371,Seminole,1600,599 LAKE EAGLE LN,32773,108700,42077,3,2,1,1895,2007,Community,Townhouse,1,0
372,Seminole,1845,127 ROSE HILL TRL,32773,108700,42077,4,2,0,1913,2005,None,Single Family Residence,0,1
373,Seminole,1850,4729 CLIVEDEN LOOP,32773,108700,42077,3,2,1,1572,2019,None,Townhouse,0,0
374,Seminole,2100,1634 SILK TREE CIR,32773,108700,42077,4,2,0,1948,2001,None,Single Family Residence,0,1
375,Seminole,1395,141 CROWN POINT CIR,32779,290900,86880,2,2,1,1406,1986,Community,Townhouse,1,0
376,Seminole,1400,424 NEWTON PL,32779,290900,86880,3,2,0,1382,1984,Community,Townhouse,1,0
377,Seminole,1600,3959 OAKINGTON PL,32779,290900,86880,3,2,1,1472,2010,None,Townhouse,0,0
378,Seminole,1800,200 WEEPING ELM LN,32779,290900,86880,2,2,0,1592,1974,Community,Townhouse,1,0
379,Seminole,1800,205 LYNDHURST CT,32779,290900,86880,3,2,0,1548,1979,Private,Single Family Residence,1,1
380,Seminole,1800,2646 BENT HICKORY CIR,32779,290900,86880,3,2,0,1910,1984,None,Single Family Residence,0,1
381,Seminole,1850,284 CHURCHILL DR,32779,290900,86880,3,2,0,1812,1990,None,Single Family Residence,0,1
382,Seminole,1860,237 S SHADOWBAY BLVD,32779,290900,86880,3,2,0,1947,1981,None,Single Family Residence,0,1
383,Seminole,2000,218 TIMBERCOVE CIR,32779,290900,86880,4,2,0,1945,1971,None,Single Family Residence,0,1
384,Orange,1450,405 SANDLEWOOD CV Unit#2,32789,414100,71618,3,3,1,1449,1986,Community,Townhouse,1,0
385,Orange,1495,2001 JEWELL AVE,32789,414100,71618,3,2,0,1206,1947,None,Single Family Residence,0,1
386,Orange,1600,770 BAFFIE AVE,32789,414100,71618,3,1,0,1381,1954,None,Single Family Residence,0,1
387,Orange,1600,2104 KILLARNEY DR,32789,414100,71618,3,2,0,1450,1953,None,Single Family Residence,0,1
388,Orange,1700,2710 WINTER PARK RD,32789,414100,71618,3,2,0,1400,1957,None,Single Family Residence,0,1
389,Orange,1750,2326 ATOMIC CT,32789,414100,71618,2,2,0,1245,1956,None,Single Family Residence,0,1
390,Orange,1750,653 SYMONDS AVE,32789,414100,71618,3,2,1,1536,2011,None,Single Family Residence,0,1
391,Orange,1795,1100 AZALEA LN,32789,414100,71618,2,2,1,1569,1982,None,Townhouse,0,0
392,Orange,1795,608 WORTHINGTON DR,32789,414100,71618,3,2,0,1770,1959,None,Single Family Residence,0,1
393,Orange,1850,1404 GROVE TER,32789,414100,71618,2,2,0,1545,1940,None,Single Family Residence,0,1
394,Orange,1900,432 WORTHINGTON DR,32789,414100,71618,3,1,0,1243,1955,None,Single Family Residence,0,1
395,Orange,1950,240 BLOSSOM LN,32789,414100,71618,3,2,0,1274,1956,None,Single Family Residence,0,1
396,Orange,1975,689 OVERSPIN DR,32789,414100,71618,2,2,0,1286,1942,None,Single Family Residence,0,1
397,Orange,1975,1127 MINNESOTA AVE,32789,414100,71618,3,2,1,1852,2005,None,Townhouse,0,0
398,Orange,2095,251 E READING WAY,32789,414100,71618,3,2,2,1308,1951,None,Single Family Residence,0,1
399,Orange,2099,1398 INDIANA AVE,32789,414100,71618,3,2,1,1987,2008,None,Townhouse,0,0
400,Orange,2100,635 N INTERLACHEN AVE,32789,414100,71618,2,2,0,1610,1981,None,Townhouse,0,0
401,Orange,2100,228 RIPPLING LN,32789,414100,71618,3,2,0,1618,1954,None,Single Family Residence,0,1
402,Orange,2100,1370 HIBISCUS AVE,32789,414100,71618,3,2,0,1896,1952,None,Single Family Residence,0,1
403,Orange,2175,2827 SANBINA ST,32789,414100,71618,3,2,0,1498,1962,None,Single Family Residence,0,1
404,Orange,2200,1257 INDIANA AVE,32789,414100,71618,3,2,1,1659,2006,None,Townhouse,0,0
405,Orange,2200,1808 MAGNOLIA AVE,32789,414100,71618,3,2,0,1547,1955,None,Single Family Residence,0,1
406,Orange,2250,2703 WRIGHT AVE,32789,414100,71618,3,2,0,1312,1957,None,Single Family Residence,0,1
407,Orange,2275,1791 OAKHURST AVE,32789,414100,71618,3,2,0,1402,1957,None,Single Family Residence,0,1
408,Orange,2300,211 OAKWOOD WAY,32789,414100,71618,2,2,0,1700,1949,None,Single Family Residence,0,1
409,Orange,2300,2805 NORTHWOOD BLVD,32789,414100,71618,3,2,0,1252,1953,None,Single Family Residence,0,1
410,Orange,2400,2801 PARKLAND DR,32789,414100,71618,4,2,0,1773,1952,None,Single Family Residence,0,1
411,Orange,2500,1575 N ORANGE AVE,32789,414100,71618,3,3,0,1844,1950,None,Single Family Residence,0,1
412,Orange,2500,2133 LAKE DR,32789,414100,71618,3,2,0,1866,1956,None,Single Family Residence,0,1
413,Orange,2500,1750 EDWIN BLVD,32789,414100,71618,3,2,0,1988,1950,None,Single Family Residence,0,1
414,Orange,2500,2801 PARKLAND DR,32789,414100,71618,4,2,0,1773,1952,None,Single Family Residence,0,1
415,Orange,2600,1825 WHITEHALL DR,32789,414100,71618,3,2,0,1845,1958,Private,Single Family Residence,1,1
416,Orange,2650,731 FRENCH AVE,32789,414100,71618,3,2,0,1476,1925,None,Single Family Residence,0,1
417,Orange,2695,1610 CHESTNUT AVE,32789,414100,71618,3,2,1,1914,1974,Private,Single Family Residence,1,1
418,Orange,2750,657 WORTHINGTON,32789,414100,71618,4,2,0,1796,1958,None,Single Family Residence,0,1
419,Orange,3000,1049 N KENTUCKY AVE,32789,414100,71618,3,2,1,1582,2017,None,Townhouse,0,0
420,Seminole,1295,1806 BRIARCLIFF RD,32792,190400,47885,2,1,0,1200,1955,None,Single Family Residence,0,1
421,Orange,1400,4873 N MAGNOLIA AVE,32792,190400,47885,3,2,0,1240,1962,None,Single Family Residence,0,1
422,Seminole,1415,1369 HYDE PARK DR,32792,190400,47885,3,2,0,1518,1987,None,Single Family Residence,0,1
423,Seminole,1450,2690 GRANADA RUN,32792,190400,47885,3,2,0,1467,1980,Community,Townhouse,1,0
424,Seminole,1500,1457 AUBURN GREEN LOOP,32792,190400,47885,3,2,0,1271,1984,None,Single Family Residence,0,1
425,Orange,1500,7521 LAUREL SPRINGS DR,32792,190400,47885,3,2,0,1378,1972,None,Single Family Residence,0,1
426,Seminole,1520,7130 IVY CT,32792,190400,47885,4,2,0,1746,1974,Private,Single Family Residence,1,1
427,Seminole,1550,1831 WILLOW LN,32792,190400,47885,3,2,0,1830,1957,None,Single Family Residence,0,1
428,Seminole,1550,3571 AUSTRALIAN CIR,32792,190400,47885,3,2,0,1285,1961,None,Single Family Residence,0,1
429,Seminole,1550,3047 ASH PARK LOOP,32792,190400,47885,3,2,0,1531,1988,None,Single Family Residence,0,1
430,Orange,1550,623 CARVELL DR,32792,190400,47885,3,2,0,1225,1957,None,Single Family Residence,0,1
431,Seminole,1560,1401 AUBURN GREEN LOOP,32792,190400,47885,3,2,0,1271,1984,None,Single Family Residence,0,1
432,Orange,1575,549 HERITAGE BLVD Unit#1,32792,190400,47885,3,2,0,1459,1967,None,Single Family Residence,0,1
433,Seminole,1600,1536 FLORENTINO LN,32792,190400,47885,2,2,1,1550,2004,None,Townhouse,0,0
434,Orange,1600,2821 BONGART RD,32792,190400,47885,3,2,0,1374,1958,None,Single Family Residence,0,1
435,Seminole,1600,2012 HOUNDSLAKE DR,32792,190400,47885,3,2,1,1611,1980,None,Single Family Residence,0,1
436,Seminole,1600,2632 CAYMAN WAY,32792,190400,47885,3,1,0,1247,1977,Community,Townhouse,1,0
437,Seminole,1650,3208 PARKSIDE CT,32792,190400,47885,3,2,1,1616,1989,Community,Single Family Residence,1,1
438,Seminole,1650,2637 GALLIANO CIR,32792,190400,47885,3,2,1,1628,2004,None,Townhouse,0,0
439,Orange,1675,2010 WHITEHALL DR,32792,190400,47885,2,2,0,1350,1966,None,Single Family Residence,0,1
440,Seminole,1675,7121 TIMBER DR,32792,190400,47885,4,2,0,1819,1974,None,Single Family Residence,0,1
441,Seminole,1700,1437 AUBURN GREEN LOOP,32792,190400,47885,3,2,0,1600,1984,None,Single Family Residence,0,1
442,Orange,1800,2624 PASSAMONTE DR Unit#7H,32792,190400,47885,3,2,1,1790,2008,None,Townhouse,0,0
443,Orange,1800,532 DUNBLANE DR,32792,190400,47885,3,2,0,1422,1956,None,Single Family Residence,0,1
444,Orange,1800,2805 EASTHAM RD,32792,190400,47885,4,2,0,1406,1963,None,Single Family Residence,0,1
445,Seminole,1820,1891 ASTER DR,32792,190400,47885,3,2,0,1653,1983,None,Single Family Residence,0,1
446,Orange,1850,2506 PASSAMONTE DR,32792,190400,47885,3,2,1,1837,2010,None,Townhouse,0,0
447,Orange,1850,2580 PASSAMONTE DR,32792,190400,47885,3,2,1,1765,2007,None,Townhouse,0,0
448,Seminole,1850,1007 PRINCESS GATE BLVD,32792,190400,47885,3,2,0,1695,1974,Private,Single Family Residence,1,1
449,Seminole,1875,3881 WATERVIEW LOOP,32792,190400,47885,3,2,0,1368,1988,None,Single Family Residence,0,1
450,Orange,1900,2126 WOODCREST DR,32792,190400,47885,3,2,0,1741,1960,None,Single Family Residence,0,1
451,Seminole,1905,3087 ASH PARK LOOP,32792,190400,47885,3,2,1,1673,1989,None,Single Family Residence,0,1
452,Orange,1995,1116 FAIRWAY DR,32792,190400,47885,3,2,0,1738,1978,None,Single Family Residence,0,1
453,Seminole,2000,1913 HOUNDSLAKE DR,32792,190400,47885,3,2,0,1862,1979,Private,Single Family Residence,1,1
454,Seminole,2067,1663 MEADOWGOLD CT,32792,190400,47885,4,2,1,1794,1987,None,Single Family Residence,0,1
455,Orange,2100,2805 LITTLE JOHN RD,32792,190400,47885,3,2,0,1714,1966,None,Single Family Residence,0,1
456,Orange,2100,2805 LITTLE JOHN RD,32792,190400,47885,3,2,0,1714,1966,None,Single Family Residence,0,1
457,Orange,1500,718 E CHURCH ST,32801,303700,52746,2,2,0,1419,1957,Private,Single Family Residence,1,1
458,Orange,1625,309 S LAWSONA BLVD,32801,303700,52746,2,1,0,1203,1925,None,Single Family Residence,0,1
459,Orange,1850,40 N HYER AVE,32801,303700,52746,2,2,1,1462,1998,None,Townhouse,0,0
460,Orange,1895,603 WOODLAWN BLVD,32801,303700,52746,2,2,0,1284,1950,None,Single Family Residence,0,1
461,Orange,1900,711 GREENWOOD ST,32801,303700,52746,2,2,0,1496,1923,None,Single Family Residence,0,1
462,Orange,1950,440 HIGHLAND AVE,32801,303700,52746,2,2,0,1326,1924,None,Single Family Residence,0,1
463,Orange,2100,1208 PALMER ST,32801,303700,52746,3,2,1,1764,1926,None,Single Family Residence,0,1
464,Orange,2200,602 LAKE AVE,32801,303700,52746,3,2,1,2000,1936,None,Single Family Residence,0,1
465,Orange,2600,1407 CATHERINE ST,32801,303700,52746,3,2,0,1815,1930,None,Single Family Residence,0,1
466,Orange,2700,125 E CONCORD ST,32801,303700,52746,3,2,0,1632,1930,None,Single Family Residence,0,1
467,Orange,2750,1007 HARWELL ST,32801,303700,52746,3,2,0,1772,1930,None,Single Family Residence,0,1
468,Orange,3200,621 MARIPOSA ST,32801,303700,52746,3,2,1,1696,1970,None,Townhouse,0,0
469,Orange,1500,2421 JAMIE CIR,32803,236700,61891,3,1,0,1234,1954,None,Single Family Residence,0,1
470,Orange,1575,2114 STANLEY ST,32803,236700,61891,3,2,0,1284,1950,None,Single Family Residence,0,1
471,Orange,1675,2821 E CENTRAL BLVD Unit#10,32803,236700,61891,3,2,1,1664,2006,None,Townhouse,0,0
472,Orange,1695,1112 MUNSTER ST,32803,236700,61891,3,2,0,1767,1952,None,Single Family Residence,0,1
473,Orange,1700,1611 ASBURY AVE,32803,236700,61891,2,2,0,1650,1952,None,Single Family Residence,0,1
474,Orange,1700,104 S PRIMROSE DR,32803,236700,61891,2,2,1,1300,1984,Community,Townhouse,1,0
475,Orange,1750,1517 PINECREST PL,32803,236700,61891,3,2,0,1664,1922,None,Single Family Residence,0,1
476,Orange,1750,2620 BETTY ST,32803,236700,61891,3,2,0,1293,1953,None,Single Family Residence,0,1
